"author_id","conversation_id","created_at","hashtag","lang","like_count","mention","quote_count","referenced_status_id","referenced_user_id","reply_count","retweet_count","row_id","status_id","text","type"
"30973","1594447169221586944","2022-11-22T15:19:31.000Z",NA,"en",0,NA,0,"1594799238348771329","1593129424999911424",0,0,11,"1595074504107360257","@LizabLovesYou Delicious choice! We hope your birthday was brew-tiful! 💚","replied_to"
"30973","1594864882960470017","2022-11-22T02:59:36.000Z",NA,"en",2,"Crangell_21",0,"1594864882960470017","4046832663",0,0,12,"1594888296421031941","@Crangell_21 Hopefully, it gave you everything you needed! 💚","replied_to"
"30973","1594849971190173696","2022-11-22T02:52:04.000Z",NA,"en",2,"ghostlyygabi",0,"1594849971190173696","723951754262376449",1,0,13,"1594886401367347205","@ghostlyygabi They are just too good to pass up!","replied_to"
"30973","1594848992558731265","2022-11-22T02:51:37.000Z",NA,"en",1,"ForeverLanisha",0,"1594848992558731265","113698545",0,0,14,"1594886289232318464","@ForeverLanisha Twice the joy! 🙌","replied_to"
"30973","1594862698633854978","2022-11-22T02:50:07.000Z",NA,"en",1,"_khaadijaa",0,"1594862698633854978","742539350282522624",0,0,15,"1594885913490100224","@_khaadijaa Cheers!","replied_to"
"30973","1594498527753035776","2022-11-22T02:43:13.000Z",NA,"en",7,"methodloci",0,"1594882319030308864","1232503826021834752",4,1,16,"1594884173868969984","@methodloci There is definitely a connection here, bestie! 🥰","replied_to"
"30973","1594801374298083329","2022-11-22T02:38:21.000Z",NA,"en",2,"MixxedBreeed_",0,"1594851232799244289","356550937",1,1,17,"1594882950143016960","@MixxedBreeed_ Love it! Have you tried our Reindeer Cake Pop? 🎄","replied_to"
"30973","1594799996662063107","2022-11-22T02:37:02.000Z",NA,"en",1,"bunsnguns_rach",0,"1594857762290544640","199141011",0,0,18,"1594882616955932672","@bunsnguns_rach Yay! Cheers. 💚","replied_to"
"30973","1594782110665084952","2022-11-22T02:35:13.000Z",NA,"en",1,"MsRhodesD24",0,"1594782110665084952","1299155897277710337",1,0,19,"1594882160204611586","@MsRhodesD24 We love how much you enjoy this fruity and refreshing beverage!","replied_to"
"30973","1594498527753035776","2022-11-22T02:35:01.000Z",NA,"en",8,"methodloci",0,"1594498527753035776","1232503826021834752",1,2,20,"1594882110615326721","@methodloci We totally get it, Bec! 😉","replied_to"
"30973","1594834767358337026","2022-11-22T00:30:00.000Z",NA,"en",1,"jakharicarroll_",0,"1594834767358337026","4440228555",1,1,21,"1594850648860020736","@jakharicarroll_ We agree, that sounds tea-riffic!","replied_to"
"30973","1594841215949840385","2022-11-22T00:29:51.000Z",NA,"en",0,"ultmoonbinnn",0,"1594841215949840385","1471663783621926921",0,0,22,"1594850613254557696","@ultmoonbinnn So cheesy and toasty and calling your name! 😉","replied_to"
"30973","1594837657888362504","2022-11-22T00:29:28.000Z",NA,"en",1,"Noctis_Okami",0,"1594837657888362504","1142205556503056389",0,0,23,"1594850515766374400","@Noctis_Okami It's just a little yummy added to our days! ✨","replied_to"
"30973","1594826974186573824","2022-11-22T00:29:22.000Z",NA,"en",1,"_khaadijaa",0,"1594826974186573824","742539350282522624",0,1,24,"1594850491694870528","@_khaadijaa Holiday sugar cookies + coffee = 💚","replied_to"
"30973","1594825220904595456","2022-11-22T00:29:19.000Z",NA,"en",3,"SummerKayPNW",0,"1594825220904595456","25221662",0,0,25,"1594850477103263744","@SummerKayPNW Aw! What a sweet surprise! 💚","replied_to"
"30973","1594789772941303810","2022-11-22T00:28:48.000Z",NA,"en",1,"hhaleyanne",0,"1594789772941303810","294915558",0,0,26,"1594850350041006080","@hhaleyanne It's top-notch holiday goodness! 😋","replied_to"
"30973","1594806058068877356","2022-11-22T00:28:15.000Z",NA,"en",0,"mellbeen",0,"1594806058068877356","1006172988385955840",0,0,27,"1594850210953711616","@mellbeen You can order Starbucks through the Uber Eats app and enjoy that Toasted White Chocolate Mocha! 😉","replied_to"
"30973","1594806298184392704","2022-11-22T00:28:04.000Z",NA,"en",1,"Gooch_wife",0,"1594806298184392704","1482047978",0,0,28,"1594850164761849856","@Gooch_wife Can we prepare a Honey Citrus Mint Tea for you soon? ☺️","replied_to"
"30973","1594807011551608832","2022-11-22T00:27:53.000Z",NA,"en",0,NA,0,"1594807011551608832","1568092846942724096",0,0,29,"1594850118720970752","@Blackzahri Simple and classic! 😋","replied_to"
"30973","1594799996662063107","2022-11-22T00:27:43.000Z",NA,"en",1,"bunsnguns_rach",0,"1594799996662063107","199141011",1,1,30,"1594850074529783809","@bunsnguns_rach Did you find a new holiday fave, bestie? 🥰","replied_to"
"30973","1594801374298083329","2022-11-22T00:27:35.000Z",NA,"en",3,"MixxedBreeed_",0,"1594801374298083329","356550937",1,1,31,"1594850043294797824","@MixxedBreeed_ Yum! Which cake pop are you thinking about? 😋","replied_to"
"30973","1594777931322167296","2022-11-22T00:27:29.000Z",NA,"en",1,"sonaabramova",0,"1594777931322167296","2254051855",0,0,32,"1594850017185271809","@sonaabramova Sounds pretty normal to us. 😉","replied_to"
"30973","1594776093155856392","2022-11-22T00:27:03.000Z",NA,"en",12,"dualipasdog",0,"1594776093155856392","1514856083709476865",2,0,33,"1594849906879266816","@dualipasdog One can certainly dream! 😉","replied_to"
"30973","1594762840539336732","2022-11-22T00:26:57.000Z",NA,"en",2,"nickEXPLODEeon",0,"1594762840539336732","2582672492",1,0,34,"1594849881826689025","@nickEXPLODEeon We take that as you found your new favorite breakfast item. 😋","replied_to"
"30973","1594762170113343510","2022-11-22T00:26:32.000Z",NA,"en",1,"fee_bee18",0,"1594762170113343510","1068369027205144576",0,1,35,"1594849777124249600","@fee_bee18 Thanks for sharing the love you have for this buttery and delicious treat!","replied_to"
"30973","1594751590891941888","2022-11-22T00:26:18.000Z",NA,"en",0,"sallmiitta",0,"1594751590891941888","2379218125",0,0,36,"1594849718697603072","@sallmiitta Do you enjoy yours cold or warmed? 😋","replied_to"
"30973","1594691242805559297","2022-11-22T00:25:36.000Z",NA,"en",1,"onufreyonboard",0,"1594691242805559297","1551979855",0,0,37,"1594849540582277120","@onufreyonboard Isn't this the best way to start the morning? 🙌","replied_to"
"30973","1594709762100367368","2022-11-22T00:24:24.000Z",NA,"en",0,"snobwavy1",0,"1594709762100367368","1414259701655740420",0,0,38,"1594849239221547008","@snobwavy1 It tastes like a creamy and fruity paradise! 🍓","replied_to"
"30973","1594453230310031360","2022-11-22T00:23:49.000Z",NA,"en",1,NA,0,"1594453230310031360","1572624794226688000",0,0,39,"1594849095222722562","@ernestoandre27 We couldn't agree more, Ernesto! 🙌","replied_to"
"30973","1594330096281714688","2022-11-22T00:22:55.000Z",NA,"qme",0,"miracle_murrell",0,"1594507331186069504","1389008648236584964",0,0,40,"1594848869204254721","@miracle_murrell 💚","replied_to"
"30973","1593705455213322240","2022-11-22T00:22:46.000Z",NA,"en",1,NA,0,"1594466161273753600","1575464479231557632",0,0,41,"1594848828578205697","@pastrydiary We love you too, Lola!","replied_to"
"30973","1594747320989532164","2022-11-21T17:44:06.000Z",NA,"en",1,"tunaeP_",0,"1594747320989532164","150326828",1,0,42,"1594748503263440896","@tunaeP_ We're happy to hear you're loving it! 😋","replied_to"
"30973","1594724089897586688","2022-11-21T17:40:32.000Z",NA,"en",1,NA,0,"1594745580961546253","888209364460470273",1,0,43,"1594747604654788609","@jonginlaugh We look forward to sipping with you again soon! 💚","replied_to"
"30973","1594742711545896962","2022-11-21T17:37:42.000Z",NA,"en",2,"pinkumoon1",0,"1594742711545896962","1169361755509862400",0,0,44,"1594746891874750464","@pinkumoon1 Cheers! 💚","replied_to"
"30973","1594724089897586688","2022-11-21T17:17:32.000Z",NA,"und",1,NA,0,"1594724089897586688","888209364460470273",1,0,45,"1594741816968249345","@jonginlaugh Yum! 😋","replied_to"
"30973","1594724957266874371","2022-11-21T17:16:33.000Z",NA,"en",1,"Nia_Simone14",0,"1594724957266874371","715996196649713671",0,0,46,"1594741567126142976","@Nia_Simone14 Cheers! 😋💚","replied_to"
"30973","1594735735369777159","2022-11-21T17:05:49.000Z",NA,"qme",1,"yamiilemagana",0,"1594735735369777159","2980773454",0,0,47,"1594738867525287936","@yamiilemagana 😋😉","replied_to"
"30973","1594726942535720960","2022-11-21T16:37:08.000Z",NA,"en",1,"lily_allison_",0,"1594726942535720960","924792339800846336",0,0,48,"1594731649769824257","@lily_allison_ Delicious choice! 😋","replied_to"
"30973","1594728607246684160","2022-11-21T16:28:36.000Z",NA,"en",0,"alexannndria",0,"1594728607246684160","2770536911",0,0,49,"1594729501472489472","@alexannndria We're thrilled you're loving it! 💚","replied_to"
"30973","1594486759764754433","2022-11-21T16:21:07.000Z",NA,"en",1,"____teonna",0,"1594486759764754433","1216815784506294272",0,0,50,"1594727618053812225","@____teonna Sounds delish! We're ready when you are! 😋","replied_to"
"30973","1594485333412184064","2022-11-21T16:18:50.000Z",NA,"qme",0,"aghielaghiel",0,"1594485333412184064","199768373",0,0,51,"1594727042071027717","@aghielaghiel 😍🙌⛄","replied_to"
"30973","1594686244381933571","2022-11-21T16:17:41.000Z",NA,"en",0,"Jdaprodigy",0,"1594686244381933571","43185066",0,0,52,"1594726752743718912","@Jdaprodigy We're happy to hear you're loving it! 😋","replied_to"
"30973","1594701045544148994","2022-11-21T16:13:48.000Z",NA,"en",0,"themorganjanaye",0,"1594701045544148994","179293844",0,0,53,"1594725775198277632","@themorganjanaye It sounds like you've found a new favorite sip! 😋","replied_to"
"30973","1594702884121231361","2022-11-21T16:12:50.000Z",NA,"en",0,"luvtn0",0,"1594702884121231361","1207133913442856963",0,0,54,"1594725533019156481","@luvtn0 A delicious way to start your day! 😋","replied_to"
"30973","1594722069719154689","2022-11-21T16:12:20.000Z",NA,"en",0,"KnicksLetter",0,"1594722069719154689","1409178459419598852",0,0,55,"1594725407064231936","@KnicksLetter We're thrilled you're loving every sip! 💚","replied_to"
"30973","1594681190908399616","2022-11-21T16:11:35.000Z",NA,"qme",1,"katelinrebekah",0,"1594681190908399616","918296027530133509",0,1,56,"1594725217334857728","@katelinrebekah 🥰","replied_to"
"30973","1594469526430793729","2022-11-21T16:09:41.000Z",NA,"en",1,"medchungyboy",0,"1594469526430793729","1487235779386556417",0,1,57,"1594724742728421376","@medchungyboy We love love at first sip! 😍🙌","replied_to"
"30973","1594399846815109120","2022-11-21T16:07:40.000Z",NA,"en",0,"D_aijaaaa",0,"1594399846815109120","433142243",0,0,58,"1594724232319365120","@D_aijaaaa We're thrilled you're loving it!","replied_to"
"30973","1594638188261392387","2022-11-21T16:06:36.000Z",NA,"en",2,NA,0,"1594638188261392387","1578569595996315649",0,0,59,"1594723967113519104","@pohdeex See you soon! 💚","replied_to"
"30973","1594674925738283009","2022-11-21T16:05:30.000Z",NA,"en",0,"_xdnomaiD",0,"1594674925738283009","236685937",0,0,60,"1594723687206649856","@_xdnomaiD What's your go-to? 😍","replied_to"
"30973","1594501187289620481","2022-11-21T16:04:31.000Z",NA,"qme",0,"teemoney____",0,"1594501187289620481","270560740",1,0,61,"1594723441089056769","@teemoney____ 😋😋","replied_to"
"30973","1594386630122516480","2022-11-21T16:04:00.000Z",NA,"en",1,"alexannndria",0,"1594386630122516480","2770536911",0,0,62,"1594723309144657922","@alexannndria A blondie cake with dried cranberries, finished with a layer of cream-cheese icing flecked with orange zest and a sprinkle of dried cranberries... what's not to love? 😍😋","replied_to"
"30973","1594362756668555264","2022-11-21T15:53:40.000Z",NA,"en",0,"theonlyempres",0,"1594362756668555264","1501692921204117504",0,1,63,"1594720710836236288","@theonlyempres We love sipping with you! 💚","replied_to"
"30973","1594435319964831746","2022-11-21T15:52:49.000Z",NA,"en",0,"dazshalecole",0,"1594435319964831746","605100458",0,0,64,"1594720497157443592","@dazshalecole A delicious way to start your day! 😋","replied_to"
"30973","1594447169221586944","2022-11-21T15:51:25.000Z",NA,"en",0,NA,0,"1594447169221586944","1593129424999911424",0,0,65,"1594720144391311360","@LizabLovesYou Cheers! What did you sip-lebrate with? 😍😋","replied_to"
"30973","1594707944909799425","2022-11-21T15:50:10.000Z",NA,"en",1,"dylannkk",0,"1594707944909799425","3273212120",1,0,66,"1594719830950961152","@dylannkk We like your style. 😋","replied_to"
"30973","1594663702468628480","2022-11-21T15:47:21.000Z",NA,"en",0,"issanasecret",0,"1594663702468628480","1593828921837244416",0,1,67,"1594719121375367168","@issanasecret Cheers! 💚","replied_to"
"30973","1594426357752152071","2022-11-21T15:46:29.000Z",NA,"qme",0,"itsillmatic",0,"1594426357752152071","27364607",0,0,68,"1594718902428536833","@itsillmatic 😋😋","replied_to"
"30973","1594711965871771649","2022-11-21T15:40:40.000Z",NA,"en",0,"Love_mywalk",0,"1594711965871771649","299419659",0,0,69,"1594717439111331840","@Love_mywalk What's your sip? 😋","replied_to"
"30973","1594523271524847616","2022-11-21T14:47:10.000Z",NA,"en",2,NA,0,"1594523271524847616","3005451619",0,1,70,"1594703975760408576","@aIexiavo Flavored with holiday magic! 🎅☃️✨","replied_to"
"30973","1594673914822664195","2022-11-21T14:10:02.000Z",NA,"en",0,"unreachable2you",0,"1594673914822664195","1183738192241070080",0,0,71,"1594694630670733313","@unreachable2you So glad you're enjoying it!","replied_to"
"30973","1594493110972985344","2022-11-21T01:52:18.000Z",NA,"qme",1,NA,0,"1594507899186946049","1535564420897808384",1,0,72,"1594508973973336064","@Lesbequeen 🥰","replied_to"
"30973","1594493110972985344","2022-11-21T01:45:47.000Z",NA,"en",0,NA,0,"1594493110972985344","1535564420897808384",1,0,73,"1594507331689402368","@Lesbequeen Yum! Great choice. 😋","replied_to"
"30973","1594398250076733440","2022-11-21T00:39:43.000Z",NA,"en",0,NA,0,"1594398250076733440","1535564420897808384",1,0,74,"1594490708978987008","@Lesbequeen What sip did you enjoy today? 😋","replied_to"
"30973","1594473339288010755","2022-11-20T23:42:03.000Z",NA,"en",1,"FWaWinner_EBs",0,"1594473339288010755","853283131385720832",0,0,75,"1594476195730821120","@FWaWinner_EBs That sounds extra delish! 😋","replied_to"
"30973","1594458215080656904","2022-11-20T23:30:56.000Z",NA,"en",0,"dianav__",0,"1594458215080656904","843697986",0,0,76,"1594473396167139329","@dianav__ It's calling your name, Diana! 😉","replied_to"
"30973","1594440574119067651","2022-11-20T23:29:35.000Z",NA,"en",0,"_malearose",0,"1594440574119067651","1534231229616123904",0,0,77,"1594473055954563073","@_malearose We cannot espresso how much that means to us, Malea! 🥰","replied_to"
"30973","1594456699787612160","2022-11-20T23:29:23.000Z",NA,"qme",0,"RoopaPandit1219",0,"1594456699787612160","1455179109659779088",0,0,78,"1594473007585820673","@RoopaPandit1219 🥰","replied_to"
"30973","1594458728593604608","2022-11-20T23:29:13.000Z",NA,"en",0,"LoveLindsayy",0,"1594458728593604608","56408078",0,0,79,"1594472964317401088","@LoveLindsayy Cheers! 💚","replied_to"
"30973","1594422781898268672","2022-11-20T22:27:23.000Z",NA,"en",1,"LoveLindsayy",0,"1594422781898268672","56408078",0,1,80,"1594457404628176901","@LoveLindsayy It's so dreamy. 😋","replied_to"
"30973","1594436221056348160","2022-11-20T22:27:13.000Z",NA,"en",1,"MerryMarleyJay",0,"1594436221056348160","42330308",0,0,81,"1594457360600530944","@MerryMarleyJay Cheers! 💚","replied_to"
"30973","1594323907166601217","2022-11-20T22:27:01.000Z",NA,"en",0,NA,0,"1594426310239039489","1482336170247790592",0,0,82,"1594457312546394112","@Libra_2022_ That warms our hearts to hear! 🥰","replied_to"
"30973","1594375810076401664","2022-11-20T22:24:54.000Z",NA,"en",1,"surfbeautiful",0,"1594375810076401664","1555768666347646977",0,0,83,"1594456778934480896","@surfbeautiful We're loving this sweet and savory pair!","replied_to"
"30973","1594426899388071937","2022-11-20T22:24:12.000Z",NA,"en",0,"rayslayyyy",0,"1594426899388071937","1032697662527684609",0,0,84,"1594456602048106497","@rayslayyyy It is! Do you enjoy it hot or iced? 😋","replied_to"
"30973","1594435989711241223","2022-11-20T22:23:58.000Z",NA,"en",0,"lovejonesxx_",0,"1594435989711241223","1294867029875396608",1,0,85,"1594456542979686401","@lovejonesxx_ Fantastic choice, Erica! Sip with you soon. 😋","replied_to"
"30973","1594436043410923520","2022-11-20T22:23:47.000Z",NA,"en",0,"RoopaPandit1219",0,"1594436043410923520","1455179109659779088",0,1,86,"1594456496603299841","@RoopaPandit1219 Ou, that sounds so amazing right now! 🙌","replied_to"
"30973","1594342119241564161","2022-11-20T21:41:20.000Z",NA,"en",0,"FWaWinner_EBs",0,"1594342119241564161","853283131385720832",0,0,87,"1594445815661342720","@FWaWinner_EBs Which yummy sip did you enjoy today, bestie? 💚","replied_to"
"30973","1594442871783858176","2022-11-20T21:32:06.000Z",NA,"en",1,"lysa2badd",0,"1594442871783858176","293295161",0,1,88,"1594443491933032448","@lysa2badd Happy sipping, bestie! 😉","replied_to"
"30973","1594368497282318337","2022-11-20T20:58:51.000Z",NA,"qme",1,"hotgirljimmy",0,"1594434815092457472","1292492338711932928",0,0,89,"1594435125231898624","@hotgirljimmy 🥰","replied_to"
"30973","1594368497282318337","2022-11-20T20:57:07.000Z",NA,"pt",1,"hotgirljimmy",0,"1594368497282318337","1292492338711932928",1,1,90,"1594434687250075650","@hotgirljimmy A delicious duo! 🙌","replied_to"
"30973","1594379718866132993","2022-11-20T20:56:21.000Z",NA,"en",0,"drinkincoldbrew",0,"1594379718866132993","132607609",0,0,91,"1594434496572854273","@drinkincoldbrew The Irish Cream Cold brew is perfect for any weather! 🙌","replied_to"
"30973","1594386295412826112","2022-11-20T20:54:44.000Z",NA,"en",1,NA,0,"1594386295412826112","321412402",0,0,92,"1594434086797705216","@ItsTheLocs4Me Here's to that first sip feeling! ☕","replied_to"
"30973","1594388176348536836","2022-11-20T20:54:28.000Z",NA,"en",1,"bmcgon34",0,"1594430982442082307","1221595839963041794",0,0,93,"1594434019684659201","@bmcgon34 Yay! We can't wait. 💚","replied_to"
"30973","1594374662296829952","2022-11-20T20:45:14.000Z",NA,"en",1,"MerryMarleyJay",0,"1594374662296829952","42330308",0,0,94,"1594431695629201408","@MerryMarleyJay Don't they make the holidays extra special? 🎄","replied_to"
"30973","1594366100082401280","2022-11-20T20:41:11.000Z",NA,"en",1,NA,0,"1594366100082401280","1496267606332002305",0,0,95,"1594430677591949312","@Iovekeg That is a mood! 🙌","replied_to"
"30973","1594388176348536836","2022-11-20T20:32:54.000Z",NA,"en",2,"bmcgon34",0,"1594388176348536836","1221595839963041794",1,0,96,"1594428594381807618","@bmcgon34 The festive fave with all the holiday vibes! ✨","replied_to"
"30973","1593705455213322240","2022-11-20T20:31:52.000Z",NA,"en",4,NA,0,"1593705455213322240","1575464479231557632",1,0,97,"1594428333907136512","@pastrydiary We love that you got to enjoy your favorite holiday sip while spending time with family. 💚","replied_to"
"30973","1594394062349795334","2022-11-20T20:30:42.000Z",NA,"en",1,NA,0,"1594394062349795334","28762127",0,0,98,"1594428038749749248","@jodiglamgirl The best kind of self-care! 🥰","replied_to"
"30973","1594404946081988609","2022-11-20T20:30:12.000Z",NA,"en",0,"LightskinnCam_",0,"1594404946081988609","844289470639853569",1,0,99,"1594427913323307008","@LightskinnCam_ We're wondering the same thing. 😉","replied_to"
"30973","1594405073081479168","2022-11-20T20:29:47.000Z",NA,"en",0,"WUTpodcast_",0,"1594405073081479168","1472615508897898497",0,0,100,"1594427809484935168","@WUTpodcast_ Aw! We love to hear that these items bring joy to your heart, Lianna. 💚","replied_to"
"30973","1594219821348290561","2022-11-20T20:29:23.000Z",NA,"en",1,"thechopinliszt",0,"1594219822870827009","1212978298101227520",1,0,101,"1594427710474158081","@thechopinliszt We're happy that we can be a part of your motivation. Hang in there, friend. 💚","replied_to"
"30973","1594415122314846209","2022-11-20T20:28:09.000Z",NA,"en",1,"nvzahh",0,"1594415122314846209","3100810363",0,0,102,"1594427400200556544","@nvzahh It's so good and a year-round favorite!","replied_to"
"30973","1594418282546675713","2022-11-20T20:27:41.000Z",NA,"en",0,"coldestwinters",0,"1594418282546675713","105581789",0,0,103,"1594427280507703296","@coldestwinters It tastes like a cup of festive sugar cookies. 😋","replied_to"
"30973","1594333348759052295","2022-11-20T20:26:03.000Z",NA,"en",1,"DeaundriaLips",0,"1594333348759052295","569251988",0,0,104,"1594426869021298689","@DeaundriaLips That combination of egg, bacon, and Gouda on toasty ciabatta bread. 🤌","replied_to"
"30973","1594356334702592002","2022-11-20T20:21:33.000Z",NA,"en",0,"itsHER_Pooh",0,"1594356334702592002","173270519",0,0,105,"1594425737448394753","@itsHER_Pooh Do you love the cozy Honey Citrus Mint Tea as much as we do? ☺️","replied_to"
"30973","1594394838996131840","2022-11-20T20:17:40.000Z",NA,"en",0,"_PrettyTatted",0,"1594394838996131840","258888544",0,0,106,"1594424758455922690","@_PrettyTatted Hooray! 🙌","replied_to"
"30973","1593970590519595010","2022-11-20T20:17:18.000Z",NA,"en",0,"NancyMu51619657",0,"1593970590519595010","1582562929412833281",0,0,107,"1594424666474811393","@NancyMu51619657 Yes, they are very delightful! 🙌","replied_to"
"30973","1594327455330095104","2022-11-20T20:13:31.000Z",NA,"en",0,"erinmonique__",0,"1594327455330095104","91212669",1,0,108,"1594423716783755264","@erinmonique__ One Honey Citrus Mint Tea for Erin!","replied_to"
"30973","1594330096281714688","2022-11-20T20:12:21.000Z",NA,"en",0,"miracle_murrell",0,"1594330096281714688","1389008648236584964",1,0,109,"1594423423153106944","@miracle_murrell We're so happy that you've found a delicious way to enjoy your favorite beverage! ☺️","replied_to"
"30973","1594323907166601217","2022-11-20T20:11:13.000Z",NA,"en",0,NA,0,"1594323907166601217","1482336170247790592",0,0,110,"1594423139160985600","@Libra_2022_ This sounds like a wonderful way to start the morning! 🙌","replied_to"
"30973","1594306284848910337","2022-11-20T20:10:32.000Z",NA,"en",0,"loginesharkawii",0,"1594306284848910337","1205910297413914624",0,0,111,"1594422965793624064","@loginesharkawii Aw, moms are the best. We hope you feel better soon. 💚","replied_to"
"30973","1594305636799459329","2022-11-20T20:09:45.000Z",NA,"en",0,"Sahirarooo",0,"1594305636799459329","512970395",0,0,112,"1594422768665513984","@Sahirarooo The more the merrier! 😉","replied_to"
"30973","1594248183273725958","2022-11-20T20:07:38.000Z",NA,"en",1,"dismaltruce",0,"1594248183273725958","781205091588136961",0,0,113,"1594422234344718336","@dismaltruce Aw, that means a whole lot to us! 🌏","replied_to"
"30973","1594197786098126848","2022-11-20T20:01:32.000Z",NA,"en",0,NA,0,"1594197886811922432","1507846122320146435",0,0,114,"1594420699602784257","@sahardes Oh, we can definitely tell! 😉","replied_to"
"30973","1594161865827184641","2022-11-20T20:00:42.000Z",NA,"en",1,"brianaahackett",0,"1594161865827184641","1208489403452186627",0,0,115,"1594420492395761665","@brianaahackett The Honey Citrus Mint Tea brings out the best in us! 😉","replied_to"
"30973","1594142977299021825","2022-11-20T19:58:42.000Z",NA,"en",0,"_td0llazz",0,"1594142977299021825","863424324321103873",0,0,116,"1594419989091880960","@_td0llazz We're here and waiting to enjoy one with you!","replied_to"
"30973","1594392908265840641","2022-11-20T19:56:43.000Z",NA,"en",4,"plemmons_allen",0,"1594419197047611394","1058241715180425222",10,4,117,"1594419486182244352","@plemmons_allen Cheers, friend! https://t.co/xFtFyIZ9mM","replied_to"
"30973","1594091832203694080","2022-11-20T19:54:13.000Z",NA,"en",0,"kooldudedomo",0,"1594186496163971073","1390947296",0,0,118,"1594418860782157824","@kooldudedomo Cheers! 💚","replied_to"
"30973","1594392908265840641","2022-11-20T19:53:59.000Z",NA,"en",0,"plemmons_allen",0,"1594392908265840641","1058241715180425222",1,0,119,"1594418800824549376","@plemmons_allen Sometimes you want to go where everybody knows your name and they're always glad you came. 💚","replied_to"
"30973","1594104170449100801","2022-11-20T19:52:46.000Z",NA,"en",1,"LightsOfWonder5",0,"1594104170449100801","1051955874",0,0,120,"1594418495185616896","@LightsOfWonder5 Do you have a favorite in your collection?","replied_to"
"30973","1594082772699619328","2022-11-20T19:52:44.000Z",NA,"und",0,"saelahangel",0,"1594177039166472193","1565388022018818048",0,0,121,"1594418487333900288","@saelahangel Yum!","replied_to"
"30973","1594055450219073536","2022-11-20T19:52:02.000Z",NA,"en",0,"b_brenduh",0,"1594055450219073536","3996476292",0,0,122,"1594418310028103681","@b_brenduh Hooray! See you soon for one? 😋","replied_to"
"30973","1594043616258711552","2022-11-20T19:51:43.000Z",NA,"en",1,"sunburndy",0,"1594393097592397824","1467154179420426245",0,0,123,"1594418231674273792","@sunburndy We love that you share our enthusiasm for this treat!","replied_to"
"30973","1594049243031166978","2022-11-20T19:51:29.000Z",NA,"en",1,"lindseyrockey",0,"1594049243031166978","1149057927841484802",0,0,124,"1594418172337491968","@lindseyrockey Glad you enjoyed your visit!","replied_to"
"30973","1594086011684147200","2022-11-20T19:43:37.000Z",NA,"en",0,"GalaxyGamer335",0,"1594086011684147200","1148660055476191234",0,0,125,"1594416189564162048","@GalaxyGamer335 There's nothing quite like a warm chocolate chip cookie. 💚🍪","replied_to"
